index,carat,cut,color,clarity,depth,table,x,y,z
6167,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6
6168,1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79
6169,1.0,Premium,F,VS2,62.4,60.0,6.35,6.38,3.97
6170,0.71,Very Good,D,VVS2,62.3,60.0,5.65,5.71,3.54
6171,0.36,Ideal,D,SI1,62.1,56.0,4.53,4.58,2.83
6172,0.5,Ideal,H,VS2,62.3,54.0,5.11,5.13,3.19
6173,1.5,Good,D,SI2,62.4,61.0,7.23,7.36,4.55
6174,0.3,Ideal,F,VS1,61.8,55.0,4.31,4.33,2.67
6175,1.24,Ideal,E,SI1,63.5,55.0,6.86,6.82,4.35
6176,0.32,Ideal,E,VS2,62.2,55.0,4.36,4.38,2.72
6177,1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05
6178,1.03,Very Good,F,SI2,63.1,57.0,6.42,6.38,4.04
6179,0.3,Ideal,D,VS2,61.7,55.0,4.33,4.36,2.68
6180,0.34,Ideal,G,VS2,61.5,55.0,4.47,4.5,2.76
6181,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96
6182,1.09,Premium,G,VVS2,59.5,61.0,6.74,6.7,4.0
6183,0.41,Ideal,F,VVS1,61.8,54.0,4.78,4.83,2.97
6184,1.5,Very Good,F,VS1,61.6,58.0,7.35,7.43,4.55
6185,0.34,Ideal,G,VVS1,62.1,55.0,4.46,4.49,2.78
6186,1.19,Ideal,H,I1,60.3,57.0,6.83,6.93,4.15
6187,1.2,Ideal,D,SI2,61.7,56.0,6.88,6.81,4.22
6188,0.8,Very Good,F,VS2,63.2,55.0,5.9,5.88,3.72
6189,0.51,Very Good,G,VS1,59.6,58.0,5.21,5.22,3.11
6190,0.54,Ideal,F,SI2,61.2,56.0,5.27,5.28,3.23
6191,0.31,Ideal,G,IF,62.0,54.0,4.39,4.35,2.71
6192,0.4,Ideal,E,VVS1,62.4,57.0,4.67,4.72,2.93
6193,0.5,Ideal,F,VVS2,62.0,55.0,5.12,5.1,3.17
6194,0.53,Premium,G,VS1,63.0,58.0,5.17,5.15,3.25
6195,0.73,Very Good,H,VS1,61.6,59.0,5.74,5.81,3.56
6196,0.61,Ideal,E,VVS2,60.8,56.0,5.5,5.47,3.34
6197,0.26,Very Good,E,VVS1,61.8,59.0,4.11,4.14,2.55
6198,0.31,Ideal,D,VS2,62.1,54.0,4.33,4.37,2.7
6199,1.51,Premium,E,SI1,59.6,61.0,7.53,7.43,4.46
6200,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76
6201,1.14,Very Good,E,SI2,60.2,58.0,6.71,6.78,4.06
6202,0.9,Good,H,VS2,64.0,57.0,6.11,6.14,3.92
6203,1.38,Ideal,G,VVS1,61.8,56.0,7.15,7.12,4.41
6204,1.72,Ideal,G,SI2,62.8,59.0,7.62,7.55,4.76
6205,0.34,Ideal,F,IF,61.9,55.0,4.49,4.52,2.79
6206,0.26,Very Good,E,VVS1,62.9,58.0,4.06,4.08,2.56
6207,0.77,Fair,D,SI2,65.1,63.0,5.71,5.65,3.7
6208,0.72,Ideal,H,VVS1,62.2,56.0,5.72,5.75,3.57
6209,0.38,Ideal,E,VS1,61.4,56.0,4.66,4.69,2.87
6210,2.01,Premium,I,VS2,62.7,58.0,7.98,7.94,4.99
6211,0.5,Very Good,E,SI1,61.9,53.0,5.14,5.16,3.19
6212,1.0,Very Good,D,SI2,61.5,63.0,6.32,6.27,3.87
6213,0.72,Very Good,E,SI2,63.4,58.0,5.66,5.64,3.58
6214,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81
6215,0.59,Ideal,F,VS1,61.1,56.0,5.43,5.47,3.33
6216,0.52,Premium,E,VS2,61.6,59.0,5.14,5.16,3.17
6217,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91
6218,0.32,Ideal,H,VS2,60.9,56.0,4.42,4.44,2.7
6219,1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05
6220,0.23,Very Good,G,VVS2,62.6,54.0,3.91,3.95,2.46
6221,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22
6222,1.0,Fair,G,VS2,66.1,61.0,6.08,5.99,3.99
6223,0.35,Premium,E,VS2,59.2,58.0,4.63,4.59,2.73
6224,0.91,Premium,D,SI2,62.7,59.0,6.17,6.21,3.88
6225,0.7,Ideal,E,SI1,60.9,57.0,5.73,5.76,3.5
6226,0.42,Premium,G,VS1,60.9,58.0,4.84,4.81,2.94
6227,0.31,Ideal,H,VS2,61.6,55.0,4.34,4.38,2.69
6228,0.9,Very Good,E,VVS2,62.2,60.0,6.04,6.12,3.78
6229,0.52,Very Good,E,SI1,61.0,61.0,5.17,5.19,3.16
6230,1.12,Ideal,G,I1,60.3,57.0,6.73,6.8,4.08
6231,0.33,Ideal,D,VS2,62.5,55.0,4.45,4.41,2.77
6232,0.39,Ideal,F,VVS2,62.1,55.0,4.7,4.74,2.93
6233,0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84
6234,0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2
6235,0.8,Very Good,H,SI1,63.2,54.0,5.93,5.88,3.73
6236,0.5,Premium,E,SI1,61.5,62.0,5.09,5.06,3.12
6237,1.21,Ideal,H,SI1,62.4,56.0,6.85,6.8,4.26
6238,0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83
6239,0.31,Good,D,SI1,63.5,57.0,4.28,4.32,2.73
6240,1.01,Premium,G,SI2,62.7,58.0,6.44,6.38,4.02
6241,0.32,Good,D,I1,64.0,54.0,4.36,4.33,2.78
6242,0.76,Ideal,D,SI2,62.4,57.0,5.78,5.83,3.62
6243,0.31,Ideal,F,VVS2,61.2,56.0,4.4,4.43,2.7
6244,0.34,Premium,G,VS2,61.1,60.0,4.51,4.53,2.76
6245,0.72,Ideal,H,VS2,62.3,52.0,5.76,5.82,3.61
6246,0.54,Premium,G,VVS2,60.5,55.0,5.28,5.24,3.18
6247,1.01,Ideal,G,VVS2,62.2,56.0,6.41,6.46,4.0
6248,0.3,Premium,I,VVS1,61.2,60.0,4.29,4.27,2.62
6249,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54
6250,0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16
6251,1.54,Very Good,G,VS1,60.7,60.0,7.43,7.55,4.55
6252,1.14,Good,G,VS2,63.2,58.0,6.63,6.67,4.2
6253,0.53,Ideal,G,SI2,59.9,57.0,5.25,5.3,3.16
6254,0.52,Premium,E,VS1,61.6,58.0,5.18,5.14,3.18
6255,0.5,Premium,G,VVS2,60.9,61.0,5.13,5.11,3.12
6256,1.01,Premium,H,SI1,61.8,59.0,6.38,6.33,3.93
6257,0.71,Premium,D,SI1,61.7,56.0,5.8,5.68,3.54
6258,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37
6259,1.53,Premium,I,SI2,62.1,59.0,7.35,7.37,4.57
6260,0.91,Good,J,VS2,61.3,61.0,6.18,6.25,3.81
6261,1.52,Ideal,G,SI1,60.7,57.0,7.38,7.41,4.49
6262,0.31,Ideal,D,VS2,62.1,54.0,4.37,4.33,2.7
6263,0.32,Good,D,SI2,63.7,56.0,4.33,4.34,2.76
6264,1.01,Premium,E,VS2,58.0,61.0,6.53,6.5,3.94
6265,0.31,Good,H,VVS1,63.3,58.0,4.28,4.32,2.72
6266,0.71,Ideal,F,SI1,60.9,56.0,5.79,5.81,3.53
6267,0.32,Ideal,F,VVS1,61.0,56.0,4.42,4.47,2.71
6268,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02
6269,1.5,Premium,H,SI2,62.3,60.0,7.22,7.3,4.52
6270,0.42,Ideal,I,VVS1,62.0,55.0,4.8,4.88,3.0
6271,0.42,Premium,G,VS1,60.5,59.0,4.79,4.83,2.91
6272,0.26,Good,E,VVS1,59.4,61.0,4.13,4.15,2.46
6273,0.97,Fair,F,SI1,56.4,66.0,6.59,6.54,3.7
6274,1.01,Ideal,F,VS1,62.0,57.0,6.42,6.46,3.99
6275,1.5,Premium,G,VS1,61.2,59.0,7.36,7.32,4.49
6276,0.34,Very Good,G,VVS1,61.7,56.0,4.49,4.51,2.78
6277,1.5,Premium,D,SI2,59.9,62.0,7.4,7.37,4.42
6278,1.5,Very Good,J,VVS2,63.3,56.0,7.18,7.29,4.58
6279,1.01,Ideal,G,SI1,61.8,57.0,6.41,6.46,3.98
6280,0.3,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65
6281,1.64,Very Good,J,SI2,62.5,58.0,7.48,7.56,4.7
6282,1.0,Premium,G,SI2,62.2,59.0,6.39,6.35,3.96
6283,1.01,Ideal,H,SI1,62.2,57.0,6.43,6.37,3.98
6284,1.29,Very Good,J,SI1,61.2,58.0,6.97,7.02,4.28
6285,1.24,Premium,H,SI2,60.4,59.0,6.99,6.92,4.2
6286,0.43,Premium,E,SI2,61.0,60.0,4.87,4.94,2.99
6287,0.26,Very Good,F,VS1,61.7,58.0,4.1,4.14,2.54
6288,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86
6289,0.55,Ideal,F,VS2,61.2,55.0,5.3,5.28,3.24
6290,0.6,Ideal,G,VS1,62.5,56.0,5.37,5.41,3.36
6291,1.2,Premium,H,SI1,62.1,55.0,6.79,6.74,4.2
6292,0.51,Good,J,VS2,63.1,56.0,5.1,5.13,3.23
6293,0.37,Premium,E,VS1,60.4,58.0,4.61,4.66,2.8
6294,1.21,Ideal,J,VS2,62.5,57.0,6.79,6.74,4.23
6295,1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2
6296,0.5,Premium,H,VS1,62.7,59.0,5.03,4.98,3.14
6297,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22
6298,1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98
6299,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83
6300,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85
6301,1.5,Ideal,E,SI1,62.0,55.0,7.32,7.4,4.56
6302,0.32,Ideal,G,SI1,61.9,55.0,4.39,4.43,2.73
6303,0.7,Premium,H,SI1,61.3,58.0,5.71,5.74,3.51
6304,1.7,Premium,E,SI1,62.3,57.0,7.68,7.6,4.76
6305,1.01,Ideal,G,SI1,61.4,57.0,6.44,6.5,3.97
6306,1.0,Good,H,SI1,57.9,54.0,6.68,6.62,3.85
6307,0.8,Very Good,H,VS2,61.2,53.0,5.98,6.05,3.68
6308,0.33,Premium,F,SI2,62.3,58.0,4.4,4.43,2.75
6309,0.7,Ideal,H,SI2,61.1,57.0,5.73,5.76,3.51
6310,1.52,Good,G,SI1,64.4,59.0,7.18,7.25,4.65
6311,1.02,Very Good,H,SI1,61.9,61.0,6.34,6.42,3.95
6312,1.13,Premium,G,IF,61.2,59.0,6.78,6.71,4.13
6313,0.32,Ideal,D,VS2,62.2,56.0,4.39,4.36,2.72
6314,0.34,Ideal,H,VVS1,62.2,54.0,4.48,4.53,2.8
6315,0.31,Very Good,H,VVS2,62.8,57.0,4.3,4.33,2.71
6316,1.25,Ideal,J,SI1,62.4,57.0,6.86,6.92,4.3
6317,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88
6318,0.75,Very Good,F,SI1,62.3,58.0,5.8,5.86,3.63
6319,0.52,Ideal,F,VS1,61.6,56.0,5.2,5.16,3.18
6320,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86
6321,1.18,Ideal,E,IF,61.1,56.0,6.78,6.91,4.18
6322,1.72,Ideal,H,VS2,61.9,56.0,7.7,7.75,4.78
6323,1.56,Ideal,D,SI1,62.2,58.0,7.37,7.42,4.6
6324,1.19,Good,J,VS1,63.6,54.0,6.78,6.74,4.3
6325,0.3,Ideal,D,VVS1,61.1,57.0,4.36,4.34,2.66
6326,0.81,Ideal,G,SI1,62.2,57.0,5.97,6.02,3.73
6327,0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76
6328,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65
6329,0.49,Premium,F,SI2,60.8,60.0,5.12,5.04,3.09
6330,1.02,Premium,F,VS2,63.0,60.0,6.41,6.35,4.02
6331,0.4,Very Good,G,VVS2,61.1,58.0,4.73,4.76,2.9
6332,0.4,Ideal,G,VS2,61.2,57.0,4.78,4.73,2.91
6333,2.1,Premium,G,SI2,62.6,56.0,8.2,8.16,5.12
6334,1.69,Ideal,I,VS2,60.5,56.0,7.74,7.77,4.69
6335,1.24,Very Good,F,VVS2,63.6,56.0,6.75,6.8,4.31
6336,0.4,Very Good,D,VS2,62.8,58.0,4.66,4.71,2.94
6337,1.0,Premium,D,VS1,59.7,60.0,6.45,6.42,3.84
6338,0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66
6339,0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93
6340,1.02,Premium,G,VVS2,62.6,59.0,6.46,6.41,4.03
6341,0.72,Ideal,J,VS2,61.4,57.0,5.76,5.8,3.55
6342,0.27,Ideal,H,VVS2,62.1,57.0,4.15,4.1,2.56
6343,1.52,Very Good,F,VS1,63.8,56.0,7.25,7.3,4.64
6344,0.35,Very Good,I,VVS2,61.3,56.0,4.52,4.54,2.78
6345,1.03,Very Good,G,I1,62.4,57.0,6.41,6.45,4.01
6346,0.41,Good,F,SI1,63.4,57.0,4.73,4.74,3.0
6347,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75
6348,1.01,Very Good,E,VS2,62.9,57.0,6.34,6.42,4.01
6349,1.26,Ideal,G,SI1,61.3,57.0,6.94,6.99,4.27
6350,0.42,Very Good,I,SI1,63.5,54.0,4.76,4.72,3.01
6351,0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43
6352,1.09,Ideal,H,VS2,62.9,58.0,6.56,6.51,4.11
6353,1.02,Very Good,J,SI1,61.9,60.0,6.37,6.42,3.96
6354,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99
6355,0.5,Premium,D,SI1,62.2,58.0,5.08,5.12,3.17
6356,1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95
6357,0.41,Ideal,D,SI1,63.0,53.0,4.74,4.79,3.0
6358,1.29,Very Good,F,I1,58.2,61.0,7.11,7.15,4.15
6359,0.4,Good,G,VS2,59.6,63.0,4.77,4.81,2.85
6360,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96
6361,0.5,Ideal,D,SI2,60.9,57.0,5.15,5.12,3.12
6362,0.52,Very Good,E,VS2,60.3,60.0,5.17,5.21,3.13
6363,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.33,2.68
6364,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96
6365,0.71,Fair,G,SI1,65.5,55.0,5.59,5.56,3.65
6366,0.6,Ideal,E,SI1,61.3,56.0,5.49,5.44,3.35
6367,0.24,Very Good,E,VVS1,61.7,58.0,3.95,3.99,2.45
6368,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25
6369,1.05,Good,G,SI2,63.2,54.0,6.49,6.52,4.11
6370,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65
6371,0.9,Good,E,SI1,60.4,58.0,6.12,6.24,3.73
6372,0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36
6373,0.71,Ideal,E,VS2,60.3,56.0,5.8,5.84,3.51
6374,1.52,Ideal,H,SI1,61.8,57.0,7.43,7.32,4.56
6375,0.97,Fair,I,I1,67.3,55.0,6.08,6.02,4.07
6376,0.91,Premium,D,SI1,62.3,60.0,6.21,6.15,3.85
6377,0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35
6378,0.31,Premium,E,VS1,61.0,58.0,4.39,4.37,2.67
6379,1.03,Ideal,G,SI1,60.5,55.0,6.59,6.54,3.97
6380,0.33,Very Good,D,VS2,62.8,54.0,4.43,4.46,2.79
6381,0.72,Ideal,E,VVS2,62.0,54.9,5.75,5.78,3.57
6382,1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93
6383,0.81,Ideal,H,VS2,61.6,56.0,6.03,5.98,3.7
6384,1.01,Ideal,E,SI1,61.8,56.0,6.46,6.51,4.01
6385,0.31,Ideal,G,SI1,61.2,55.0,4.37,4.39,2.68
6386,0.7,Ideal,I,SI1,61.8,57.0,5.67,5.72,3.52
6387,1.35,Premium,G,VS1,62.1,59.0,7.06,7.02,4.37
6388,1.53,Ideal,G,SI2,62.3,56.0,7.39,7.34,4.59
6389,1.01,Very Good,G,VS2,61.6,61.0,6.36,6.46,3.95
6390,1.1,Very Good,I,VS1,60.2,59.0,6.67,6.71,4.03
6391,0.73,Good,H,VS1,64.1,58.8,5.63,5.67,3.62
6392,1.07,Premium,D,SI2,62.4,61.0,6.51,6.48,4.05
6393,0.28,Ideal,E,VS1,61.4,56.0,4.24,4.2,2.59
6394,1.29,Ideal,F,SI2,61.9,55.0,6.95,7.01,4.32
6395,1.06,Ideal,G,VVS2,61.4,57.0,6.52,6.55,4.01
6396,1.02,Ideal,G,VS2,61.7,56.0,6.44,6.52,4.0
6397,1.21,Premium,I,SI2,59.9,58.0,6.94,6.91,4.15
6398,0.43,Very Good,E,VS1,61.3,56.0,4.85,4.88,2.98
6399,0.38,Ideal,H,VS2,62.8,55.0,4.66,4.64,2.92
6400,0.31,Premium,F,VVS1,59.4,58.0,4.45,4.41,2.63
6401,0.24,Ideal,F,VVS1,61.8,55.0,4.0,4.03,2.48
6402,0.71,Ideal,G,SI1,61.4,55.0,5.75,5.79,3.54
6403,2.03,Premium,G,VS2,60.9,59.0,8.17,8.14,4.97
6404,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57
6405,1.27,Premium,F,VVS1,62.5,56.0,6.99,6.93,4.35
6406,0.7,Ideal,F,VS1,62.0,55.0,5.74,5.71,3.55
6407,0.32,Ideal,H,VS2,62.0,55.0,4.42,4.39,2.73
6408,2.01,Ideal,G,SI2,63.0,56.0,7.98,7.9,5.0
6409,0.33,Ideal,E,VVS1,61.5,57.0,4.47,4.44,2.74
6410,0.54,Very Good,H,SI1,61.0,57.0,5.22,5.27,3.2
6411,1.37,Ideal,I,VS2,61.5,56.0,7.14,7.11,4.38
6412,0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7
6413,0.37,Ideal,E,VS2,62.5,56.0,4.58,4.61,2.87
6414,1.11,Ideal,G,SI2,61.7,57.0,6.65,6.69,4.12
6415,1.04,Premium,I,SI2,62.0,57.0,6.53,6.47,4.03
6416,1.09,Premium,F,VS1,61.3,60.0,6.67,6.61,4.07
6417,0.23,Ideal,E,VS2,61.7,55.0,3.98,4.0,2.46
6418,0.54,Very Good,G,SI2,59.5,60.0,5.27,5.31,3.15
6419,0.36,Good,E,IF,57.7,54.0,4.74,4.79,2.75
6420,1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66
6421,0.33,Premium,E,VS2,60.7,58.0,4.49,4.47,2.72
6422,0.71,Ideal,I,VVS2,62.0,54.0,5.72,5.76,3.56
6423,1.05,Premium,G,SI2,60.1,60.0,6.66,6.58,3.98
6424,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15
6425,0.51,Premium,G,VS2,61.3,59.0,5.11,5.17,3.15
6426,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6
6427,1.0,Ideal,H,VS2,62.5,58.0,6.38,6.33,3.97
6428,0.32,Ideal,I,VS1,61.3,56.0,4.43,4.45,2.72
6429,0.31,Premium,G,VS2,60.7,61.0,4.37,4.33,2.64
6430,0.93,Very Good,E,SI1,63.1,57.0,6.19,6.17,3.9
6431,1.12,Ideal,H,VS2,61.8,55.0,6.64,6.7,4.12
6432,0.58,Premium,E,SI1,62.1,58.0,5.35,5.31,3.31
6433,0.41,Ideal,E,VS1,61.7,55.0,4.75,4.78,2.94
6434,1.03,Ideal,G,VS2,62.8,55.0,6.48,6.44,4.05
6435,1.7,Ideal,J,SI1,60.9,57.0,7.73,7.66,4.69
6436,1.11,Premium,I,SI2,61.5,58.0,6.61,6.65,4.08
6437,0.77,Very Good,G,SI1,62.7,57.0,5.79,5.85,3.65
6438,0.54,Ideal,H,VVS2,60.9,57.0,5.26,5.22,3.19
6439,0.52,Ideal,G,VVS2,62.1,57.0,5.15,5.13,3.19
6440,1.7,Very Good,H,VS2,63.3,58.0,7.48,7.56,4.76
6441,2.13,Premium,J,VS2,59.6,59.0,8.43,8.37,5.01
6442,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12
6443,0.72,Premium,H,SI1,62.2,57.0,5.75,5.72,3.57
6444,1.51,Ideal,G,VS2,62.8,57.0,7.33,7.26,4.58
6445,0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77
6446,0.33,Very Good,I,VVS2,62.1,56.0,4.41,4.45,2.75
6447,1.21,Ideal,H,IF,61.0,57.0,6.79,6.89,4.17
6448,0.34,Premium,F,SI2,60.0,58.0,4.55,4.58,2.74
6449,2.0,Ideal,I,SI1,62.8,56.0,8.04,7.95,5.02
6450,1.02,Ideal,G,I1,61.5,56.0,6.46,6.49,3.98
6451,1.2,Very Good,H,SI1,62.8,58.0,6.73,6.8,4.25
6452,0.71,Very Good,F,SI1,63.0,56.0,5.65,5.72,3.58
6453,0.3,Premium,D,VS1,59.7,58.0,4.39,4.32,2.6
6454,0.42,Premium,F,VVS1,60.5,58.0,4.81,4.84,2.92
6455,0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1
6456,0.73,Ideal,I,VS2,61.9,56.0,5.77,5.8,3.59
6457,0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54
6458,1.01,Ideal,H,SI1,62.3,59.0,6.36,6.41,3.98
6459,1.54,Ideal,G,VVS1,60.8,57.0,7.45,7.49,4.54
6460,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63
6461,2.06,Premium,H,SI2,62.6,58.0,8.06,8.03,5.04
6462,1.23,Ideal,D,SI2,62.4,56.0,6.81,6.87,4.27
6463,0.72,Fair,G,VS2,64.6,55.0,5.66,5.71,3.67
6464,0.73,Premium,H,SI2,58.7,58.0,5.94,5.91,3.48
6465,0.3,Very Good,D,SI1,63.1,56.0,4.28,4.24,2.69
6466,0.74,Very Good,I,VS1,62.3,60.0,5.78,5.8,3.61
6467,0.34,Ideal,G,IF,60.1,57.0,4.54,4.58,2.74
6468,0.33,Ideal,G,VS2,62.2,56.0,4.44,4.43,2.76
6469,1.1,Ideal,G,VS2,60.9,56.0,6.68,6.79,4.1
6470,0.4,Premium,F,SI1,62.2,57.0,4.72,4.67,2.92
6471,0.3,Ideal,H,SI1,61.6,57.0,4.28,4.32,2.65
6472,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62
6473,1.31,Ideal,F,VS1,61.7,56.0,7.04,7.02,4.34
6474,0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24
6475,1.51,Ideal,F,VS2,63.0,55.0,7.29,7.24,4.58
6476,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67
6477,0.26,Premium,E,VVS1,61.8,58.0,4.11,4.14,2.55
6478,1.51,Fair,D,SI2,64.7,57.0,7.17,7.24,4.66
6479,0.54,Ideal,H,VVS1,61.1,57.0,5.26,5.22,3.2
6480,0.74,Ideal,G,VVS2,62.2,57.0,5.75,5.79,3.59
6481,0.74,Ideal,E,VS2,59.5,57.0,5.92,5.94,3.53
6482,0.35,Ideal,J,VS1,62.6,53.7,4.51,4.54,2.83
6483,0.42,Ideal,G,VVS2,62.7,57.0,4.73,4.78,2.98
6484,0.51,Ideal,F,VVS2,62.4,57.0,5.12,5.08,3.18
6485,1.04,Ideal,G,VVS2,61.7,56.0,6.5,6.54,4.02
6486,1.12,Ideal,G,VS1,62.2,56.0,6.71,6.67,4.16
6487,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05
6488,1.0,Very Good,D,SI1,60.3,58.0,6.44,6.49,3.9
6489,0.41,Ideal,E,SI2,63.0,57.0,4.73,4.7,2.97
6490,0.51,Ideal,F,VS2,61.0,55.0,5.17,5.21,3.17
6491,0.57,Premium,E,VS2,62.0,58.0,5.38,5.33,3.32
6492,0.25,Premium,E,VVS2,62.0,59.0,4.08,4.05,2.52
6493,0.51,Ideal,E,SI1,62.5,56.0,5.07,5.1,3.18
6494,0.46,Fair,I,VS1,65.6,57.0,4.85,4.82,3.17
6495,1.21,Ideal,H,SI1,62.7,56.0,6.81,6.78,4.26
6496,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0
6497,2.35,Premium,H,SI1,62.6,60.0,8.42,8.38,5.26
6498,1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53
6499,1.06,Very Good,H,SI1,62.8,58.0,6.47,6.49,4.07
6500,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87
6501,0.41,Premium,F,VS2,62.4,56.0,4.77,4.75,2.97
6502,0.27,Very Good,G,VVS2,62.0,56.0,4.14,4.17,2.57
6503,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91
6504,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25
6505,0.51,Ideal,I,VS2,60.5,58.0,5.15,5.2,3.13
6506,0.35,Ideal,F,VVS1,61.3,55.0,4.55,4.58,2.8
6507,0.32,Ideal,D,VS2,62.5,56.0,4.38,4.45,2.76
6508,0.3,Ideal,H,SI1,60.9,58.0,4.31,4.33,2.63
6509,0.53,Ideal,G,SI2,62.3,53.0,5.21,5.25,3.26
6510,0.7,Very Good,I,VVS1,59.5,58.0,5.78,5.81,3.45
6511,1.07,Very Good,D,SI1,60.2,55.0,6.64,6.68,4.01
6512,0.63,Ideal,E,VS2,61.5,56.0,5.48,5.54,3.39
6513,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73
6514,1.09,Premium,H,SI2,62.1,55.0,6.63,6.58,4.1
6515,0.9,Fair,H,VS2,65.5,57.0,6.05,6.01,3.95
6516,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67
6517,1.01,Good,D,SI1,65.1,57.0,6.3,6.32,4.11
6518,0.34,Very Good,E,SI1,62.9,55.0,4.47,4.5,2.82
6519,0.3,Premium,I,VS1,62.9,59.0,4.3,4.22,2.68
6520,1.04,Ideal,G,SI2,62.0,57.0,6.6,6.53,4.07
6521,0.34,Ideal,I,SI1,62.4,56.0,4.49,4.45,2.79
6522,1.19,Ideal,G,VVS2,60.7,57.0,6.8,6.85,4.14
6523,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21
6524,0.34,Very Good,F,SI2,60.0,62.0,4.51,4.55,2.72
6525,0.33,Ideal,H,IF,61.0,55.0,4.5,4.49,2.74
6526,1.33,Good,I,VS1,63.7,56.0,6.92,6.96,4.42
6527,0.72,Good,D,SI1,63.1,55.0,5.69,5.75,3.61
6528,0.72,Ideal,I,VS1,61.0,57.0,5.76,5.83,3.56
6529,0.31,Premium,G,VVS1,61.2,59.0,4.34,4.32,2.65
6530,1.22,Ideal,J,SI1,62.3,55.0,6.91,6.83,4.28
6531,0.71,Premium,E,SI1,60.1,60.0,5.78,5.73,3.45
6532,1.08,Ideal,I,SI2,61.9,55.0,6.58,6.61,4.08
6533,0.37,Premium,D,VVS1,61.4,58.0,4.63,4.65,2.85
6534,1.01,Very Good,F,VS2,62.5,59.0,6.38,6.42,4.0
6535,0.71,Good,F,VS2,63.0,59.0,5.59,5.65,3.54
6536,1.2,Ideal,D,SI2,61.7,56.0,6.81,6.88,4.22
