index,carat,cut,color,clarity,depth,table,x,y,z,price
22996,1.01,Good,D,SI1,57.6,60.0,6.59,6.64,3.81,5501
22997,0.43,Premium,D,VS2,59.7,59.0,4.93,4.89,2.93,963
22998,0.32,Ideal,G,VS2,61.8,55.0,4.41,4.43,2.73,561
22999,0.51,Premium,E,SI1,60.3,56.0,5.27,5.17,3.15,1443
23000,0.4,Ideal,G,IF,61.2,56.0,4.74,4.77,2.91,1199
23001,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10419
23002,1.5,Fair,E,SI2,69.6,62.0,6.88,6.79,4.76,7560
23003,0.56,Premium,G,VS1,62.4,58.0,5.3,5.22,3.28,1915
23004,0.41,Very Good,D,SI1,60.3,63.0,4.8,4.78,2.89,920
23005,0.32,Very Good,F,VS2,59.5,61.0,4.42,4.46,2.64,645
23006,1.12,Premium,F,VVS2,62.4,59.0,6.66,6.58,4.13,10211
23007,0.91,Premium,E,SI1,61.9,61.0,6.14,6.11,3.79,3961
23008,0.97,Ideal,G,SI2,62.7,57.0,6.31,6.28,3.95,4101
23009,1.23,Very Good,D,SI2,62.3,58.0,6.78,6.81,4.23,6710
23010,1.21,Premium,E,SI1,62.3,58.0,6.77,6.74,4.21,6963
23011,1.46,Fair,G,SI2,64.6,54.0,7.11,7.03,4.57,5504
23012,0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75,684
23013,0.3,Ideal,G,VVS2,62.2,54.0,4.29,4.33,2.68,638
23014,0.9,Very Good,H,VVS1,62.3,59.0,6.09,6.15,3.81,4977
23015,1.22,Ideal,G,VS1,62.5,57.0,6.82,6.77,4.25,8608
23016,0.41,Premium,H,VS1,62.8,59.0,4.73,4.64,2.94,1033
23017,0.47,Very Good,J,VS1,63.0,60.0,4.92,4.95,3.11,854
23018,1.52,Very Good,I,SI1,62.8,62.0,7.23,7.29,4.56,9129
23019,1.58,Very Good,G,VS1,62.8,57.0,7.34,7.4,4.63,13963
23020,0.32,Ideal,G,VVS1,62.2,55.0,4.38,4.4,2.73,842
23021,0.33,Ideal,D,VVS1,61.0,55.0,4.47,4.52,2.74,1100
23022,0.64,Fair,I,VS2,55.3,69.0,5.85,5.69,3.19,1411
23023,1.01,Good,G,SI1,63.2,59.0,6.32,6.36,4.01,5021
23024,0.32,Ideal,G,VVS2,62.4,56.0,4.4,4.42,2.75,730
23025,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2704
23026,0.34,Ideal,F,VS1,61.1,57.0,4.51,4.55,2.77,692
23027,1.6,Ideal,G,VS1,62.0,57.0,7.47,7.43,4.62,9856
23028,0.3,Good,H,SI2,63.9,56.0,4.24,4.27,2.72,368
23029,1.11,Premium,H,SI2,61.6,60.0,6.6,6.67,4.09,4578
23030,0.4,Ideal,F,VVS2,62.4,57.0,4.69,4.73,2.94,1088
23031,0.8,Ideal,F,SI2,61.4,56.0,5.99,5.93,3.66,3064
23032,0.7,Ideal,E,SI1,60.6,57.0,5.71,5.77,3.48,2537
23033,0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,1246
23034,1.2,Very Good,F,VVS2,62.9,59.0,6.72,6.76,4.24,10891
23035,1.01,Fair,F,VS2,66.1,61.0,6.1,6.04,4.01,4791
23036,1.1,Ideal,G,SI1,61.6,56.0,6.59,6.68,4.09,5610
23037,0.7,Very Good,E,VS2,60.5,59.0,5.71,5.76,3.47,2757
23038,1.72,Premium,H,SI1,61.4,59.0,7.71,7.64,4.71,12998
23039,0.75,Premium,H,SI2,63.0,58.0,5.79,5.76,3.64,2295
23040,0.7,Fair,H,VVS2,65.8,58.0,5.49,5.42,3.59,2500
23041,1.01,Very Good,G,VS2,61.9,59.0,6.34,6.38,3.94,5759
23042,0.32,Premium,I,SI1,61.1,59.0,4.42,4.38,2.69,540
23043,1.0,Very Good,F,VS1,61.9,58.0,6.34,6.37,3.94,7450
23044,0.72,Very Good,J,VS2,63.2,60.0,5.77,5.7,3.63,1814
23045,0.56,Very Good,G,VVS2,61.6,56.0,5.29,5.31,3.27,2010
23046,1.01,Very Good,J,SI1,63.0,54.0,6.35,6.41,4.02,4194
23047,0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,2415
23048,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,16813
23049,0.3,Ideal,D,VS2,61.7,55.0,4.36,4.33,2.68,911
23050,0.73,Ideal,H,SI2,61.6,57.0,5.79,5.81,3.57,2260
23051,0.77,Ideal,J,SI1,62.0,57.0,5.84,5.87,3.63,2257
23052,1.06,Ideal,E,SI2,60.7,57.0,6.61,6.59,4.0,3977
23053,0.3,Ideal,H,VS2,62.3,56.0,4.29,4.31,2.68,491
23054,0.64,Ideal,F,VVS2,60.9,56.0,5.57,5.59,3.4,3217
23055,0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
23056,0.7,Premium,F,SI1,59.9,58.0,5.73,5.69,3.42,2306
23057,0.5,Very Good,D,SI2,61.9,56.0,5.09,5.14,3.16,1167
23058,0.3,Good,H,VVS2,63.5,55.0,4.25,4.28,2.71,605
23059,0.9,Premium,G,SI1,62.2,60.0,6.14,6.07,3.8,3984
23060,0.35,Ideal,E,VS2,62.0,57.0,4.51,4.55,2.81,767
23061,0.35,Ideal,G,IF,61.8,55.0,4.54,4.56,2.81,1044
23062,1.29,Ideal,H,VS1,61.8,56.0,6.97,7.02,4.32,9273
23063,0.33,Ideal,D,SI2,61.1,57.0,4.47,4.5,2.74,492
23064,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,11104
23065,0.31,Ideal,G,VS1,61.9,56.0,4.34,4.38,2.7,542
23066,0.7,Very Good,H,VS1,62.3,57.0,5.68,5.72,3.55,2540
23067,1.01,Premium,F,VS2,61.6,59.0,6.39,6.43,3.95,6587
23068,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,900
23069,1.07,Very Good,G,VVS2,59.4,57.0,6.74,6.69,3.99,7597
23070,0.3,Ideal,F,VS1,62.6,57.0,4.34,4.29,2.7,731
23071,0.32,Very Good,D,VS2,62.9,59.0,4.36,4.39,2.75,657
23072,0.52,Ideal,D,VS2,61.7,56.0,5.16,5.18,3.19,1822
23073,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,5113
23074,0.52,Ideal,G,SI1,62.4,55.0,5.15,5.17,3.22,1325
23075,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,5228
23076,1.05,Very Good,G,VS2,63.0,57.0,6.48,6.51,4.09,5987
23077,1.21,Ideal,F,VVS1,59.8,60.0,6.95,6.89,4.14,12230
23078,0.71,Premium,I,VS1,61.8,58.0,5.76,5.72,3.55,2327
23079,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1183
23080,0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603
23081,0.5,Fair,F,SI1,64.7,57.0,4.99,4.94,3.21,1181
23082,1.84,Premium,H,SI2,61.0,58.0,7.97,7.87,4.81,7922
23083,0.32,Ideal,E,VVS2,60.8,57.0,4.42,4.46,2.7,842
23084,0.7,Good,F,SI1,57.2,63.0,5.84,5.87,3.35,2401
23085,0.31,Premium,H,VVS2,62.3,60.0,4.36,4.31,2.7,802
23086,0.32,Ideal,I,VVS1,61.7,55.0,4.39,4.4,2.71,589
23087,0.8,Very Good,H,SI2,62.7,57.0,5.88,5.95,3.71,2294
23088,0.31,Premium,G,VVS2,60.0,62.0,4.44,4.4,2.65,907
23089,1.06,Very Good,H,VS1,62.2,59.0,6.47,6.52,4.04,5456
23090,0.31,Premium,D,VS2,62.0,59.0,4.32,4.36,2.69,734
23091,0.52,Ideal,D,SI2,61.2,57.0,5.2,5.22,3.19,1292
23092,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2956
23093,0.31,Ideal,D,VS2,61.5,56.0,4.37,4.41,2.7,734
23094,0.3,Ideal,G,VS1,60.4,55.0,4.38,4.41,2.66,637
23095,0.41,Premium,E,SI1,60.1,60.0,4.83,4.79,2.89,969
23096,0.3,Ideal,F,VS2,60.5,58.0,4.3,4.36,2.62,573
23097,2.04,Premium,H,SI1,58.1,60.0,8.37,8.28,4.84,18795
23098,0.31,Very Good,H,VS2,63.5,57.0,4.34,4.32,2.75,628
23099,0.37,Very Good,E,VS2,59.5,59.0,4.64,4.71,2.78,811
23100,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,3989
23101,0.76,Very Good,E,VS2,61.0,58.0,5.88,5.93,3.6,3111
23102,1.51,Very Good,F,VVS2,61.9,58.0,7.3,7.36,4.54,16716
23103,0.33,Ideal,G,VVS1,61.5,56.0,4.45,4.46,2.74,868
23104,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1376
23105,0.41,Ideal,F,VS1,61.3,57.0,4.79,4.77,2.93,1076
23106,0.78,Very Good,G,SI1,63.3,56.0,5.83,5.86,3.7,2721
23107,0.43,Ideal,H,VS1,61.2,55.0,4.87,4.9,2.99,1329
23108,0.32,Ideal,E,VS2,62.0,57.0,4.41,4.37,2.72,900
23109,0.5,Good,D,SI1,63.3,56.0,5.07,5.1,3.22,1436
23110,0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,789
23111,0.9,Very Good,D,SI1,62.8,59.0,6.06,6.1,3.82,4068
23112,2.07,Premium,E,SI2,61.4,58.0,8.24,8.19,5.04,13786
23113,1.01,Very Good,F,VS2,61.4,54.0,6.4,6.47,3.95,5988
23114,0.47,Fair,E,VS2,56.3,64.0,5.19,5.14,2.91,1075
23115,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5897
23116,0.9,Premium,H,VS2,61.3,59.0,6.24,6.19,3.81,4082
23117,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1,8358
23118,0.41,Premium,G,VS2,59.8,61.0,4.82,4.78,2.87,1061
23119,1.16,Good,H,SI1,64.0,58.0,6.63,6.56,4.22,5678
23120,0.57,Ideal,G,VVS2,61.7,54.0,5.32,5.41,3.31,2095
23121,2.07,Ideal,G,SI2,62.5,55.0,8.2,8.13,5.11,18804
23122,0.58,Ideal,D,VS1,61.4,57.0,5.41,5.34,3.3,2067
23123,0.42,Ideal,G,VVS2,62.6,55.0,4.77,4.78,2.99,1031
23124,0.91,Ideal,E,SI1,61.0,58.0,6.23,6.29,3.82,4132
23125,0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54,2818
23126,0.7,Premium,E,SI1,60.5,58.0,5.77,5.74,3.48,2777
23127,0.5,Ideal,G,VVS1,62.7,57.0,5.1,5.07,3.19,2070
23128,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,1885
23129,0.3,Very Good,F,VS1,60.9,63.0,4.26,4.31,2.61,704
23130,1.01,Good,E,SI2,63.9,58.0,6.31,6.37,4.05,3546
23131,1.09,Ideal,H,SI1,61.9,56.0,6.61,6.64,4.1,4784
23132,0.77,Very Good,I,VS2,63.4,58.0,5.81,5.74,3.66,2262
23133,0.9,Fair,H,SI2,66.0,63.0,5.89,5.79,3.86,2376
23134,1.0,Premium,G,VS1,59.7,59.0,6.57,6.5,3.9,7164
23135,0.42,Ideal,E,VS1,60.6,57.0,4.84,4.86,2.94,1177
23136,0.33,Ideal,E,VS2,62.1,57.0,4.41,4.44,2.75,723
23137,1.21,Premium,F,SI2,59.0,60.0,6.99,6.94,4.11,6092
23138,1.2,Fair,H,SI2,64.8,58.0,6.61,6.56,4.27,4368
23139,1.29,Ideal,G,SI2,61.5,55.0,7.03,6.99,4.31,6321
23140,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,698
23141,1.04,Premium,G,VVS2,61.8,58.0,6.47,6.51,4.01,7953
23142,0.6,Ideal,F,VS1,62.9,57.0,5.35,5.31,3.35,2142
23143,0.8,Ideal,E,SI1,62.0,57.0,5.97,5.94,3.69,3297
23144,0.3,Premium,G,IF,60.2,58.0,4.39,4.35,2.63,956
23145,1.26,Ideal,G,SI1,59.6,57.0,7.08,7.04,4.21,6738
23146,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,9014
23147,1.21,Ideal,J,VS2,59.6,57.0,6.98,6.94,4.15,4968
23148,1.52,Ideal,F,SI1,62.2,56.0,7.41,7.31,4.58,12183
23149,0.31,Good,E,IF,57.7,55.0,4.51,4.6,2.63,912
23150,1.2,Premium,I,VS1,59.9,59.0,6.96,6.87,4.14,6250
23151,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
23152,0.9,Very Good,F,SI2,62.6,56.0,6.13,6.17,3.85,3368
23153,0.4,Very Good,H,SI1,62.9,56.0,4.65,4.7,2.94,666
23154,0.71,Premium,G,VS2,60.3,60.0,5.76,5.81,3.49,2671
23155,1.05,Good,H,SI1,63.2,56.0,6.47,6.51,4.1,4937
23156,0.32,Premium,F,VVS1,61.3,58.0,4.37,4.4,2.69,926
23157,0.56,Ideal,G,IF,62.0,56.0,5.3,5.32,3.29,2442
23158,1.02,Very Good,F,IF,62.5,58.0,6.39,6.54,4.04,10967
23159,1.5,Good,D,SI1,61.3,61.0,7.32,7.39,4.51,13603
23160,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,724
23161,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
23162,1.01,Very Good,E,VS2,62.9,58.0,6.37,6.47,4.04,6221
23163,0.72,Ideal,F,VVS1,61.8,57.0,5.73,5.76,3.55,5086
23164,1.01,Ideal,H,VS2,61.9,57.0,6.42,6.48,3.99,5028
23165,0.3,Premium,H,SI1,61.2,60.0,4.29,4.31,2.63,421
23166,0.43,Ideal,E,VS2,62.2,57.0,4.84,4.8,3.0,1048
23167,0.99,Very Good,D,SI1,62.6,57.0,6.34,6.37,3.98,5671
23168,1.53,Very Good,F,VVS2,62.8,59.0,7.28,7.34,4.59,17057
23169,0.9,Very Good,I,VS1,62.0,61.0,6.12,6.18,3.81,3880
23170,1.21,Premium,J,SI1,62.2,57.0,6.84,6.76,4.23,5266
23171,0.4,Premium,E,VVS1,61.4,59.0,4.74,4.68,2.89,1397
23172,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,3428
23173,0.32,Ideal,F,VS1,61.6,57.0,4.39,4.42,2.71,716
23174,2.29,Premium,I,SI1,61.8,59.0,8.52,8.45,5.24,18797
23175,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5806
23176,0.33,Ideal,E,VS2,61.2,56.0,4.45,4.47,2.73,723
23177,0.3,Premium,F,VVS1,61.8,59.0,4.29,4.26,2.64,1114
23178,0.38,Very Good,G,VS2,59.7,62.0,4.66,4.68,2.79,715
23179,0.81,Very Good,E,SI1,59.5,60.0,6.05,6.09,3.61,2973
23180,0.54,Ideal,F,VS2,62.0,55.0,5.26,5.23,3.25,1619
23181,0.71,Ideal,F,VS1,61.0,56.0,5.77,5.8,3.53,3701
23182,0.44,Premium,G,SI1,61.9,58.0,4.83,4.87,3.0,772
23183,0.9,Good,F,SI2,63.1,58.0,6.11,6.13,3.86,3519
23184,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,489
23185,1.01,Premium,J,SI2,61.7,58.0,6.44,6.4,3.96,3563
23186,1.21,Ideal,F,VS1,59.7,57.0,6.94,6.92,4.14,9335
23187,0.53,Ideal,H,SI1,61.3,55.0,5.23,5.27,3.22,1268
23188,0.37,Ideal,F,VVS2,60.5,60.0,4.65,4.67,2.82,876
23189,0.57,Premium,E,VS2,62.2,59.0,5.29,5.26,3.28,2274
23190,0.32,Premium,E,VVS1,60.8,58.0,4.41,4.38,2.67,1020
23191,1.07,Ideal,E,SI2,61.7,57.0,6.59,6.56,4.06,4374
23192,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,3607
23193,0.42,Premium,F,VS2,61.7,59.0,4.82,4.75,2.95,945
23194,0.9,Very Good,G,SI2,59.2,57.0,6.3,6.36,3.75,3303
23195,1.22,Ideal,F,VS1,62.6,55.0,6.86,6.82,4.28,9756
23196,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6795
23197,0.79,Ideal,H,VS2,62.5,57.0,5.91,5.93,3.7,2844
23198,0.66,Ideal,D,VVS2,61.3,57.0,5.59,5.63,3.44,3915
23199,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,2697
23200,0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,627
23201,0.36,Very Good,E,VS2,62.9,56.0,4.52,4.54,2.85,631
23202,0.9,Good,F,SI1,64.0,59.0,5.97,5.99,3.83,3696
23203,1.0,Fair,G,VS1,63.1,63.0,6.38,6.29,4.0,4630
23204,0.3,Ideal,I,VS1,62.6,54.0,4.24,4.29,2.67,518
23205,0.31,Ideal,I,VS1,61.8,56.0,4.38,4.39,2.71,507
23206,0.9,Very Good,I,SI1,62.6,58.0,6.08,6.15,3.83,3220
23207,1.4,Very Good,E,VS1,59.1,57.0,7.28,7.38,4.33,12196
23208,0.32,Ideal,E,VS2,61.7,56.0,4.39,4.43,2.72,639
23209,0.35,Premium,D,VS2,60.4,58.0,4.53,4.58,2.75,829
23210,0.88,Ideal,E,VS2,61.4,56.0,6.15,6.17,3.78,5595
23211,0.75,Very Good,J,SI1,62.4,56.0,5.78,5.82,3.62,2083
23212,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
23213,1.01,Premium,G,SI1,62.2,58.0,6.42,6.4,3.99,5006
23214,1.51,Very Good,I,SI1,61.6,58.0,7.35,7.3,4.51,9283
23215,0.31,Ideal,G,SI1,61.7,54.0,4.38,4.4,2.71,446
23216,1.21,Ideal,I,SI1,62.4,55.0,6.81,6.78,4.24,5218
23217,1.69,Ideal,I,VS2,61.7,56.0,7.65,7.71,4.74,11086
23218,0.7,Very Good,H,SI2,63.8,59.0,5.6,5.63,3.58,1807
23219,0.77,Ideal,H,SI1,61.7,56.0,5.9,5.85,3.62,2612
23220,0.44,Ideal,F,VVS2,60.9,55.0,4.92,4.96,3.01,1196
23221,0.82,Very Good,J,SI2,62.0,58.0,5.93,5.98,3.69,2175
23222,0.77,Ideal,I,SI1,61.7,56.0,5.89,5.91,3.64,2382
23223,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5096
23224,0.46,Very Good,H,VVS1,62.0,56.0,4.96,4.98,3.07,1572
23225,1.01,Fair,D,SI2,64.6,58.0,6.25,6.2,4.02,10011
23226,0.73,Ideal,D,SI1,61.9,56.0,5.8,5.77,3.58,3189
23227,1.04,Premium,G,SI1,61.4,57.0,6.56,6.5,4.01,5086
23228,0.61,Ideal,D,SI1,62.0,55.0,5.44,5.47,3.38,1927
23229,0.74,Ideal,D,VS1,61.7,55.0,5.85,5.79,3.59,3746
23230,0.32,Very Good,H,VS1,62.9,54.0,4.37,4.41,2.76,561
23231,0.39,Good,I,VS2,62.3,61.0,4.6,4.61,2.87,648
23232,1.29,Premium,I,VS1,61.1,58.0,7.03,6.98,4.28,5664
23233,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,421
23234,0.3,Ideal,G,VVS1,62.3,54.0,4.33,4.31,2.69,1013
23235,0.93,Premium,E,SI1,62.8,56.0,6.26,6.2,3.91,4739
23236,0.31,Premium,E,VS1,61.9,58.0,4.32,4.31,2.67,942
23237,0.58,Ideal,H,IF,60.2,56.0,5.43,5.46,3.28,2233
23238,1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01,4153
23239,0.51,Ideal,G,VVS2,61.9,55.0,5.19,5.15,3.2,1974
23240,1.23,Ideal,I,SI1,61.1,58.0,6.86,6.91,4.21,6183
23241,0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66,2875
23242,0.7,Good,E,SI1,61.4,64.0,5.71,5.66,3.49,2822
23243,1.08,Premium,H,SI1,62.6,58.0,6.53,6.56,4.1,5078
23244,0.9,Fair,D,SI2,64.5,61.0,6.1,6.0,3.9,3473
23245,0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,2387
23246,0.32,Premium,I,VVS2,61.9,59.0,4.35,4.38,2.7,561
23247,0.4,Good,D,VS1,60.5,63.0,4.75,4.77,2.88,954
23248,1.53,Very Good,H,SI2,61.4,60.0,7.36,7.43,4.54,7991
23249,1.02,Ideal,G,VS2,62.6,57.0,6.41,6.43,4.02,5816
23250,1.5,Ideal,F,VS2,61.9,56.4,7.31,7.33,4.53,15444
23251,0.24,Premium,H,VVS1,61.2,58.0,3.96,4.01,2.44,432
23252,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,8431
23253,1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84,16683
23254,0.71,Ideal,E,VS2,61.8,57.0,5.7,5.73,3.53,2630
23255,0.56,Very Good,E,SI1,62.8,57.6,5.26,5.31,3.32,1659
23256,0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,1754
23257,0.34,Premium,E,SI2,59.9,59.0,4.57,4.55,2.73,612
23258,0.75,Ideal,I,VS1,61.1,59.0,5.85,5.87,3.58,2659
23259,1.01,Ideal,D,VVS2,61.7,57.0,6.43,6.47,3.98,10761
23260,0.52,Ideal,G,VVS1,61.6,56.0,5.16,5.2,3.19,1881
23261,0.4,Ideal,G,VVS1,62.4,57.0,4.74,4.78,2.97,1123
23262,1.5,Very Good,H,SI2,62.3,60.0,7.28,7.22,4.52,7775
23263,0.5,Very Good,E,SI1,61.1,55.0,5.1,5.15,3.13,1337
23264,1.22,Premium,G,SI1,60.7,59.0,6.92,6.96,4.21,6492
23265,0.41,Ideal,H,SI1,61.2,56.0,4.77,4.81,2.93,683
23266,0.5,Good,F,VS1,56.4,62.0,5.31,5.22,2.97,1390
23267,1.05,Premium,F,VS2,62.6,58.0,6.5,6.47,4.06,7154
23268,0.82,Ideal,J,VS2,61.6,56.0,6.0,6.04,3.71,2741
23269,1.11,Very Good,D,SI1,61.6,57.0,6.66,6.59,4.08,5915
23270,0.45,Good,E,SI2,64.1,62.0,4.82,4.75,3.07,680
23271,0.3,Very Good,E,VS2,60.7,63.0,4.32,4.35,2.63,612
23272,0.43,Ideal,G,VS1,61.1,56.0,4.86,4.9,2.98,943
23273,1.0,Very Good,D,SI2,63.4,58.0,6.33,6.3,4.01,3304
23274,0.31,Premium,J,VS1,61.8,59.0,4.31,4.33,2.67,408
23275,0.91,Premium,G,SI1,62.5,56.0,6.3,6.18,3.9,3262
23276,1.51,Good,J,VS2,63.7,59.0,7.12,7.2,4.56,7207
23277,1.02,Ideal,F,VS1,61.0,56.0,6.49,6.52,3.97,8011
23278,0.91,Premium,H,SI2,62.7,58.0,6.14,6.17,3.86,3423
23279,1.32,Very Good,I,SI2,60.9,59.0,7.02,7.19,4.33,4965
23280,0.42,Ideal,E,VS2,61.6,57.0,4.79,4.82,2.96,908
23281,0.41,Ideal,E,VVS1,61.3,56.0,4.81,4.79,2.94,1431
23282,0.7,Premium,F,SI1,61.9,59.0,5.71,5.69,3.53,2423
23283,0.3,Premium,F,VVS2,59.5,59.0,4.42,4.38,2.62,882
23284,1.5,Ideal,G,SI2,61.5,57.0,7.33,7.39,4.53,7936
23285,0.31,Ideal,I,VS2,61.4,55.0,4.35,4.41,2.69,452
23286,0.71,Ideal,E,SI2,61.2,57.0,5.75,5.78,3.53,2619
23287,0.5,Ideal,E,VS1,61.9,56.0,5.09,5.12,3.16,1716
23288,0.7,Very Good,I,SI1,62.8,59.0,5.63,5.67,3.55,1763
23289,0.96,Good,G,SI1,56.6,63.0,6.52,6.39,3.67,3522
23290,0.4,Premium,D,SI1,61.1,58.0,4.74,4.75,2.9,772
23291,0.7,Ideal,F,VS2,61.8,57.0,5.67,5.75,3.53,3011
23292,1.26,Ideal,G,VVS1,62.1,57.0,6.91,7.01,4.32,10720
23293,1.51,Premium,F,VS2,61.8,56.0,7.46,7.32,4.57,12899
23294,0.51,Ideal,H,VS1,62.0,56.0,5.14,5.17,3.2,1668
23295,1.01,Premium,F,SI2,62.4,58.0,6.41,6.37,3.99,4497
23296,0.92,Ideal,D,SI2,61.9,56.0,6.27,6.2,3.86,2840
23297,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,576
23298,0.39,Premium,G,SI1,60.9,58.0,4.73,4.7,2.87,878
23299,1.0,Very Good,G,VVS2,63.5,55.0,6.36,6.3,4.02,5914
23300,0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539
23301,0.4,Very Good,D,VVS2,61.4,58.3,4.73,4.74,2.9,1359
23302,0.77,Very Good,G,VS1,61.1,54.0,5.91,5.94,3.62,3197
23303,2.01,Fair,H,SI2,66.7,56.0,7.8,7.76,5.19,10772
23304,1.01,Very Good,H,SI1,61.8,60.0,6.38,6.44,3.96,4855
23305,0.34,Premium,F,VS1,61.5,55.0,4.58,4.49,2.79,1020
23306,0.79,Ideal,E,SI1,62.3,55.0,5.9,5.94,3.69,2946
23307,0.7,Ideal,H,VVS1,62.3,58.0,5.66,5.7,3.54,2866
23308,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5497
23309,0.66,Ideal,G,VVS1,61.5,56.0,5.61,5.58,3.44,2890
23310,0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1197
23311,0.3,Very Good,E,VS1,58.4,62.0,4.37,4.43,2.57,640
23312,0.37,Very Good,G,SI2,63.4,57.0,4.57,4.55,2.89,624
23313,2.11,Premium,G,SI1,61.6,59.0,8.24,8.19,5.06,17816
23314,2.22,Very Good,J,SI1,58.7,60.0,8.51,8.57,5.01,13782
23315,0.39,Ideal,G,VVS2,62.2,54.0,4.67,4.7,2.91,952
23316,0.3,Ideal,H,VVS2,61.5,57.0,4.34,4.31,2.66,776
23317,1.01,Very Good,F,SI1,60.3,60.0,6.46,6.55,3.92,4972
23318,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1151
23319,0.5,Fair,G,VS1,66.5,58.0,4.99,4.9,3.29,1234
23320,0.41,Premium,D,VS2,62.4,60.0,4.71,4.75,2.95,1007
23321,0.77,Very Good,I,VS2,62.4,63.0,5.8,5.84,3.63,2054
23322,1.2,Very Good,J,VS2,62.6,57.0,6.72,6.8,4.23,4963
23323,1.13,Ideal,H,VS1,61.6,55.0,6.7,6.74,4.14,7571
23324,0.91,Very Good,G,SI1,63.0,57.0,6.14,6.2,3.89,3830
23325,0.3,Ideal,E,VS2,61.3,58.0,4.3,4.32,2.64,621
23326,0.34,Premium,F,VS2,59.2,60.0,4.56,4.6,2.71,686
23327,0.3,Very Good,G,SI1,60.1,58.0,4.31,4.34,2.6,413
23328,1.6,Very Good,F,SI2,60.5,60.0,7.52,7.55,4.56,8377
23329,0.37,Good,G,SI2,63.4,57.0,4.55,4.57,2.89,487
23330,0.7,Premium,G,SI2,58.1,60.0,5.81,5.79,3.37,2056
23331,1.03,Ideal,G,SI1,62.5,57.0,6.4,6.49,4.03,5337
23332,0.66,Good,G,VS1,59.0,62.0,5.66,5.72,3.35,2055
23333,0.5,Premium,F,SI2,62.3,59.0,5.1,5.04,3.16,1016
23334,0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,2833
23335,1.9,Very Good,J,SI1,59.2,58.0,8.1,8.21,4.83,9540
23336,0.23,Very Good,E,VS1,60.4,62.0,3.93,3.99,2.39,378
23337,1.01,Ideal,E,VS2,61.5,57.0,6.44,6.48,3.97,7288
23338,1.31,Premium,F,SI2,62.7,61.0,7.03,6.86,4.36,4743
23339,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,723
23340,1.01,Ideal,G,VS2,61.6,57.0,6.44,6.41,3.96,6271
